line_id,official_label,predicted_label,log_level,message,template_id,rule_hit,error_reason,recommended_fix
1246,-,未知严重事件,FATAL,"ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error",eeed8e6a4f19,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1247,-,未知严重事件,FATAL,"ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error",eeed8e6a4f19,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1248,-,未知严重事件,FATAL,"ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error",eeed8e6a4f19,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1249,-,未知严重事件,FATAL,"ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error",eeed8e6a4f19,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1250,-,未知严重事件,FATAL,"ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error",eeed8e6a4f19,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1251,-,未知严重事件,FATAL,"ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error",eeed8e6a4f19,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1252,-,未知严重事件,FATAL,"ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error",eeed8e6a4f19,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1253,-,未知严重事件,FATAL,"ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error",eeed8e6a4f19,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1254,-,未知严重事件,FATAL,ciod: LOGIN chdir(pwd) failed: No such file or directory,c143cff9e140,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1255,-,未知严重事件,FATAL,ciod: LOGIN chdir(pwd) failed: No such file or directory,c143cff9e140,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1256,-,未知严重事件,FATAL,"ciod: Error loading /bgl/apps/scaletest/stability/MDCASK/WORK/65576/inferno: invalid or missing program image, No such file or directory",996229cf7de7,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1263,-,未知严重事件,FATAL,ciod: LOGIN chdir(/p/bg1/da) failed: No such file or directory,2ef583542c13,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1272,-,未知严重事件,FATAL,ciod: LOGIN chdir(/home/germann2/SPaSM_static) failed: No such file or directory,7af93c7dfbac,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1279,-,未知严重事件,FATAL,ciod: LOGIN chdir(/home/germann2/BGL-demo) failed: No such file or directory,4b4086e3b4a4,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1380,-,未知严重事件,FATAL,ciod: LOGIN chdir(/bglscratch/bwallen/SWL/SYS-CALLS/testcases/kernel/syscalls/truncate) failed: No such file or directory,df1cefb93150,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1386,-,未知严重事件,FATAL,ciod: LOGIN chdir(/LAPACK_440d/BLAS) failed: No such file or directory,487148da863f,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1398,-,未知严重事件,FATAL,"ciod: Error loading /bgl/apps/swl-prep/rky-swl/MPI-PERF/IMB/perf_tests/IMB-MPI1.5124KB: invalid or missing program image, No such file or directory",37c51291b219,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1410,-,未知严重事件,FATAL,ciod: LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file or directory,74ee83d7a368,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1411,-,未知严重事件,FATAL,ciod: LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file or directory,74ee83d7a368,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1413,-,未知严重事件,FATAL,ciod: LOGIN chdir(/home/yates/SWL_tests/BGL64k_SWL_tests_develop/MPI-VAL/MPITs_v050902/rundir) failed: No such file or directory,c7a5b091bb65,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1415,-,未知严重事件,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",fbd76129fe98,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1416,-,未知严重事件,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",fbd76129fe98,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1417,-,未知严重事件,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",fbd76129fe98,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1418,-,未知严重事件,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",fbd76129fe98,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1419,-,未知严重事件,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",fbd76129fe98,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1420,-,未知严重事件,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",fbd76129fe98,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1421,-,未知严重事件,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",fbd76129fe98,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1422,-,未知严重事件,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",fbd76129fe98,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1423,-,未知严重事件,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",fbd76129fe98,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1424,-,未知严重事件,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",fbd76129fe98,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1425,-,未知严重事件,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",fbd76129fe98,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1426,-,未知严重事件,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",fbd76129fe98,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1427,-,未知严重事件,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",fbd76129fe98,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1428,-,未知严重事件,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",fbd76129fe98,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1429,-,未知严重事件,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",fbd76129fe98,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1430,-,未知严重事件,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",fbd76129fe98,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1431,-,未知严重事件,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",fbd76129fe98,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1432,-,未知严重事件,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",fbd76129fe98,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1433,-,未知严重事件,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",fbd76129fe98,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1434,-,未知严重事件,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",fbd76129fe98,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1435,-,未知严重事件,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",fbd76129fe98,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1436,-,未知严重事件,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",fbd76129fe98,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1437,-,未知严重事件,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",fbd76129fe98,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1438,-,未知严重事件,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",fbd76129fe98,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1441,-,未知严重事件,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",fbd76129fe98,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1442,-,未知严重事件,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",fbd76129fe98,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1443,-,未知严重事件,FATAL,"ciod: Error loading /home/yates//bandwidth.rts: invalid or missing program image, No such file or directory",046176d212e3,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1444,-,未知严重事件,FATAL,"ciod: Error loading /home/yates//torus-latency.rts: invalid or missing program image, No such file or directory",6e5f62cd8a0b,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1445,-,未知严重事件,FATAL,"ciod: Error loading /home/yates//torus-latency.rts: invalid or missing program image, No such file or directory",6e5f62cd8a0b,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1446,-,未知严重事件,FATAL,"ciod: Error loading /home/yates//torus-latency.rts: invalid or missing program image, No such file or directory",6e5f62cd8a0b,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1447,-,未知严重事件,FATAL,"ciod: Error loading /home/yates//broadcast.rts: invalid or missing program image, No such file or directory",7017d4c2ad16,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1448,-,未知严重事件,FATAL,rts: bad message header: expecting type 57 instead of type 3 (softheader=00131db8 81aa0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007,216975b00434,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1449,-,未知严重事件,FATAL,"ciod: Error loading /bgl/apps/SWL/performance/MINIBEN//bandwidth.rts: invalid or missing program image, No such file or directory",3ca756c93241,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1450,-,未知严重事件,FATAL,"ciod: Error loading /bgl/apps/SWL/performance/MINIBEN//torus-latency.rts: invalid or missing program image, No such file or directory",32f1392a2bc1,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1451,-,未知严重事件,FATAL,ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.05) failed: No such file or directory,edc0e8b9892e,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1452,-,未知严重事件,FATAL,ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.05) failed: No such file or directory,edc0e8b9892e,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1453,-,未知严重事件,FATAL,ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.01) failed: No such file or directory,edc0e8b9892e,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1454,-,未知严重事件,FATAL,ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.08) failed: No such file or directory,edc0e8b9892e,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1455,-,未知严重事件,FATAL,ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.01) failed: No such file or directory,edc0e8b9892e,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1474,-,权限异常,FATAL,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/Gunnels/VNM64/vnm.rts: invalid or missing program image, Permission denied",1b746f36b6ed,True,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1479,-,权限异常,FATAL,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied",58e9c488ff0a,True,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1488,-,权限异常,FATAL,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied",69ca9c631df3,True,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1489,-,权限异常,FATAL,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied",69ca9c631df3,True,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1490,-,权限异常,FATAL,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied",69ca9c631df3,True,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1491,-,权限异常,FATAL,"ciod: Error loading /bgl/apps/followup/SPASM/spasm.254: invalid or missing program image, Permission denied",12f37a9ad413,True,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1492,-,权限异常,FATAL,"ciod: Error loading /bgl/apps/followup/SPASM/spasm.254: invalid or missing program image, Permission denied",12f37a9ad413,True,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1493,-,未知严重事件,FATAL,"ciod: Error loading /bgl/apps/followup/MINIBEN/MB_254_051007/torus-latency.rts: invalid or missing program image, No such file or directory",32b1af0f03f9,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1512,-,未知严重事件,FATAL,"ciod: Error loading /bgl/apps/followup/RAPTOR/new.raptor.trace: invalid or missing program image, Exec format error",b747ac602645,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1513,-,未知严重事件,FATAL,"ciod: Error loading /bgl/apps/followup/RAPTOR/new.raptor.trace: invalid or missing program image, Exec format error",b747ac602645,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1517,-,未知严重事件,FATAL,"ciod: Error loading allreduce_int_V1R1.rts: invalid or missing program image, No such file or directory",39058c955688,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1524,-,权限异常,FATAL,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/hpcc-1.0.0.102905_opt_essl_cpm: invalid or missing program image, Permission denied",05744846e89a,True,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1529,-,权限异常,FATAL,"ciod: Error loading /g/g0/spelce1/HPCC_IBM/Urgent/COP/64K/RandomAccess.64R.rts: invalid or missing program image, Permission denied",f67ac313bd06,True,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1530,-,未知严重事件,FATAL,"ciod: Error loading /home.old/glosli/src/ddcMD/ddcMD1.1.17/bin/ddcMDGbglV: invalid or missing program image, No such file or directory",f28e0a184549,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1531,-,未知严重事件,FATAL,"ciod: Error loading /home.old/glosli/src/ddcMD/ddcMD1.1.18a/bin/ddcMDGbglV: invalid or missing program image, No such file or directory",2344210f12a1,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1694,-,权限异常,FATAL,"ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied",e7865efae1e1,True,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1695,-,权限异常,FATAL,"ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied",e7865efae1e1,True,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1720,-,未知严重事件,FATAL,program interrupt: privileged instruction...0,bc871b351237,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1759,-,权限异常,FATAL,"ciod: Error loading /bgl/apps/followup/SPaSM_static/SPaSM.460-1115: invalid or missing program image, Permission denied",5022610e4f4e,True,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1770,-,连接超时,INFO,MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),6d50831c34f4,True,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1771,-,连接超时,INFO,MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),6d50831c34f4,True,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1772,-,连接超时,INFO,MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),6d50831c34f4,True,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1773,-,连接超时,INFO,MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),6d50831c34f4,True,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1774,-,连接超时,INFO,MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),6d50831c34f4,True,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1775,-,连接超时,INFO,MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),6d50831c34f4,True,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1776,-,连接超时,INFO,MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),6d50831c34f4,True,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1787,-,未知严重事件,FATAL,dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x40002000,f4afb5d3ce52,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1796,-,未知严重事件,FATAL,r24=0x0ffea4c8 r25=0x00000003 r26=0x0000000f r27=0xffffd000,3e107b1f5970,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1805,-,未知严重事件,FATAL,ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory,7e8998f7f6d0,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1806,-,未知严重事件,FATAL,ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory,7e8998f7f6d0,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1946,-,未知严重事件,FATAL,minus normalized number..................0,116079aeb25c,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1948,-,未知严重事件,FATAL,fraction rounded.........................0,b77bcf4dfe4b,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1951,-,未知严重事件,FATAL,size of scratchpad portion of L3.........0 (0M),34f4b4a64031,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1960,-,未知严重事件,FATAL,"ciod: Error loading /g/g90/glosli/src/ddcMD/ddcMD1.1.17/bin/ddcMDbglV: invalid or missing program image, No such file or directory",0b3d94f998ad,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1961,-,未知严重事件,FATAL,"ciod: Error loading /g/g90/glosli/src/ddcMD/ddcMD1.1.17/bin/ddcMDbglV: invalid or missing program image, No such file or directory",0b3d94f998ad,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1964,-,权限异常,FATAL,"ciod: Error loading /p/gb1/stella/SPPM/1322/sppm_DD: invalid or missing program image, Permission denied",e856ba40f51f,True,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1965,-,权限异常,FATAL,"ciod: Error loading /bgl/apps/SWL/stability/MDCASK/WORK/1383/inferno: invalid or missing program image, Permission denied",546cc60cc7d5,True,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1966,-,权限异常,FATAL,"ciod: Error loading /p/gb1/stella/UMT2K/1372/umt2k_DD: invalid or missing program image, Permission denied",4868bec9d27c,True,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1967,-,权限异常,FATAL,"ciod: Error loading /bgl/apps/SWL/stability/NEWS05/news05_DD: invalid or missing program image, Permission denied",e273a557218b,True,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1968,-,权限异常,FATAL,"ciod: Error loading /p/gb1/stella/UMT2K/1325/umt2k_DD: invalid or missing program image, Permission denied",4868bec9d27c,True,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1969,-,权限异常,FATAL,"ciod: Error loading /p/gb1/stella/UMT2K/1369/umt2k_DD: invalid or missing program image, Permission denied",4868bec9d27c,True,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1970,-,未知严重事件,FATAL,"ciod: Error loading /bgl/apps/SWL/stability/HPL/WORK/1498./hpl_DD: invalid or missing program image, No such file or directory",e86d777f1b7a,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
1971,-,未知严重事件,FATAL,"ciod: Error loading /bgl/apps/SWL/stability/HPL/WORK/1501./hpl_DD: invalid or missing program image, No such file or directory",e86d777f1b7a,False,label_definition_or_severe_level_false_positive,人工复核该模板；结合历史正常模板、上下文和组件知识降低误报
